id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
50983344,Waves Art (Residence Modern Art),2634978,Veniceapartment-Com,Isole,Santa Croce,45.44073,12.32679,Entire home/apt,150,1,46,2024-11-17,1.42,133,342,19,IT027042B4CHPKI2AG
51007138,Residence Modern Art 2,2634978,Veniceapartment-Com,Isole,Santa Croce,45.44171,12.32687,Entire home/apt,388,1,57,2024-11-06,1.44,133,325,15,
51020170,DOUBLE ROOM 25 WITH PRIVATE BATHROOM,408374304,Azim,Terraferma,Piave 1860,45.48699,12.24544,Private room,770,1,93,2024-05-05,2.26,7,145,11,
51021086,BateoHouse  presso Ca' San Girolamo.,14510545,Francesco,Isole,Cannaregio,45.446045,12.323825,Entire home/apt,145,3,96,2024-11-09,2.43,1,345,29,IT027042C248KPHDFT
51021155,N.1 Large sweet room supercentral San Marco,350161749,Gaia,Isole,Castello,45.43573,12.34328,Private room,74,2,70,2024-11-01,2.28,25,340,20,
51028647,Venetian Art (Residence Modern Art),2634978,Veniceapartment-Com,Isole,Santa Croce,45.44096,12.32518,Entire home/apt,228,1,73,2024-10-22,1.84,133,333,17,IT027042B4JAMAVCKP
51028787,Splash Art (Residence Modern Art),2634978,Veniceapartment-Com,Isole,Santa Croce,45.44053,12.32707,Entire home/apt,230,1,38,2024-08-21,0.97,133,186,15,IT027042B4M8ZG4HHV
51030242,Residence Modern Art 3,2634978,Veniceapartment-Com,Isole,Santa Croce,45.44104,12.32643,Entire home/apt,880,1,41,2024-08-10,1.07,133,176,13,
51032653,LOFT INCANTEVOLE AI FRARI,86100693,Sibilla,Isole,San Polo,45.43675,12.32577,Entire home/apt,159,3,113,2024-10-30,2.82,1,355,28,IT027042B4R4DXVD6S
51054280,Sweet Venice Apartment,73860334,Anna,Isole,San Polo,45.43721,12.32897,Entire home/apt,,2,32,2024-10-28,0.77,4,1,9,IT027042C2455L97PG
51055056,Ca' Minore Secret Garden,669047,Views On Venice,Isole,Dorsoduro,45.43012,12.33021,Entire home/apt,751,1,22,2024-10-26,0.57,82,296,6,IT027042B4HRNJEJOA
51058693,San Marco * Perla a Studio,401003488,Michele,Isole,San Marco,45.43326,12.3324,Entire home/apt,66,1,90,2024-11-17,2.18,45,359,31,IT027042B4YJ68ZMVJ
51058694,San Marco * Perla b Room,401003488,Michele,Isole,San Marco,45.43285,12.33271,Entire home/apt,66,1,102,2024-10-28,2.50,45,359,22,IT027042B4YJ68ZMVJ
51058699,San Marco * Brown Room,401003488,Michele,Isole,San Marco,45.43159,12.33378,Entire home/apt,72,1,132,2024-11-10,3.24,45,359,41,M02704210374
51067220,San Stae Glamour apartment,413189212,Massimo,Isole,Santa Croce,45.441124,12.330211,Entire home/apt,192,3,57,2024-11-10,1.39,1,275,13,027042LOC09554
51087248,Top floor Mansarda in Venice Biennale,2030045,Francesca,Isole,Castello,45.43243,12.3568,Entire home/apt,151,3,201,2024-11-20,5.09,4,321,58,IT027042C2552NTFCZ
51115259,San Marco in the fashion district WI FI Fibre 493,15112827,Marco,Isole,San Marco,45.433144,12.334988,Entire home/apt,201,3,37,2024-09-01,0.98,12,245,15,IT027042B48NWZLZLK
51118138,Biennale Gallery Suite,127031595,Dott Borella,Isole,Castello,45.43005,12.35718,Entire home/apt,195,1,70,2024-11-18,1.76,4,176,22,IT027042B48E5HH88R
51118250,Anzolo Palace - standard room,30283716,Piero - Andrea,Isole,Castello,45.435963,12.340033,Private room,97,1,280,2024-12-02,6.80,12,146,74,IT027042B4VLMKEQX2
51132554,"Sun Nest, Lido di Venezia",52208767,Lorenzo,Isole,Lido,45.39732,12.35928,Entire home/apt,182,2,48,2023-11-02,1.19,9,157,0,IT027042C2KBWF6ZPT
52212501,Design apartment with private courtyard,20388459,Pamela,Isole,Dorsoduro,45.434254,12.32582,Entire home/apt,228,2,77,2024-10-20,2.01,2,256,23,IT027042C24USWSGZF
52214562,appartamento dietro la  spiaggia del De Bains,409272166,Bruno,Isole,Lido,45.41205,12.37204,Entire home/apt,98,30,1,2022-08-07,0.04,3,362,0,
52214564,Appartamento a 100 metri dalla spiaggia del Lido,409272166,Bruno,Isole,Lido,45.41192,12.37306,Entire home/apt,123,30,7,2024-10-13,0.23,3,352,2,IT027042C2MAJKCIHE
52229109,Appartamento Luisa,238924314,Elisabetta,Isole,Lido,45.41452,12.36749,Entire home/apt,110,2,54,2024-11-03,1.39,4,69,30,IT027042C2LLW5H8TK
52249719,Costa Biennale (Venice Historical Center),2634978,Veniceapartment-Com,Isole,Castello,45.43278,12.35241,Entire home/apt,193,1,27,2024-10-22,0.84,133,339,9,
52253953,Best in Venice | Spacious Rooms and Top location,422971636,Piero,Isole,Cannaregio,45.4455,12.32424,Entire home/apt,213,2,216,2024-11-10,6.02,1,349,70,IT027042C2JNUJIA7H
52271707,Cà Milla: La magia di Venezia in 10 minuti!,4067615,Elisa E Stefano,Terraferma,Marghera,45.47366,12.22213,Entire home/apt,70,2,257,2024-11-30,6.65,4,306,74,IT027042C2COLSQDB7
52272668,Single room with ensuite bathroom,6174080,Nello,Isole,Castello,45.43906,12.34318,Private room,73,1,7,2024-09-28,0.23,6,285,5,IT027042B4YMZ3NJJ8
52274786,Ca' Dea Sarta Venice apartment,423116836,Ruggero,Isole,Santa Croce,45.438175,12.322592,Entire home/apt,,4,23,2023-12-15,0.60,1,0,1,X0270425885
50045590,Central in Venice: Paola's House,40204810,Paola,Isole,Castello,45.437325,12.339167,Entire home/apt,119,2,27,2024-09-08,0.64,1,268,1,IT027042C2D9HCJ8KO
50049152,Terrazza La Fenice,402017212,Meron,Isole,San Marco,45.43202,12.3329,Entire home/apt,336,3,18,2024-10-27,0.57,9,327,7,
50051029,1 - NEAR ST MARK SQUARE WITH TERRACE & CANAL VIEW,10333185,Francesca,Isole,Castello,45.436206,12.339674,Entire home/apt,97,2,165,2024-11-23,4.04,3,24,43,IT027042C2TWZAOGCM
50070674,Beocio Home • The hidden gem in Murano’s heart,237563762,Matthias,Isole,Murano,45.45736,12.35367,Entire home/apt,190,1,31,2024-10-27,0.77,1,301,2,IT027042C2RCJRQSOP
50078067,BEST IN VENICE ST. MARK'S SQUARE WITH TERRACE,403955301,Alberto & Federica,Isole,Castello,45.43507,12.3451,Entire home/apt,1500,7,86,2024-11-04,2.05,5,347,17,C0270420875
50078572,*2bdr+2bath-4PAX amazing location S.Mark/biennale,403955301,Alberto & Federica,Isole,Castello,45.43507,12.3451,Entire home/apt,182,7,54,2024-11-12,1.30,5,298,22,C0270420875
50097403,"Ca' Conterie, Family Room",367187230,Mirco,Isole,Murano,45.457569,12.355125,Private room,193,1,3,2024-03-31,0.09,2,327,1,IT027042A1TN339LNA
50098169,Speciale Biennale On The Canalside,343754246,Francesco,Isole,Santa Croce,45.44057,12.32319,Entire home/apt,142,4,14,2024-09-16,0.45,14,4,2,IT027042C2UB2U6GPK
50110305,La Grande Bellezza (Deluxe House),402017212,Meron,Isole,Dorsoduro,45.43014,12.33206,Entire home/apt,522,3,30,2024-10-30,0.78,9,354,10,
50111308,Central luminous apartment with rooftop terrace!,188143554,Emanuela,Isole,San Marco,45.433262,12.329105,Entire home/apt,137,3,14,2024-07-25,0.33,3,258,6,IT027042C2TZYM5TZH
50115355,"Ca' San Piero Biennale, your home in real Venice.",36129052,Claudia,Isole,Castello,45.43308,12.35879,Entire home/apt,145,3,205,2024-11-18,4.80,1,356,38,IT027042C2UHG94JFS
50123138,Milano apartment near Mestre Train Station,173779768,Leonarda,Terraferma,Zona Commerciale via Torino,45.48488,12.24606,Entire home/apt,49,2,207,2024-12-02,4.90,3,54,64,IT027042C2C86QK6ZA
50124062,Altana apartment,404453108,Elisa,Isole,Castello,45.43938,12.3413,Entire home/apt,160,3,59,2024-10-23,1.48,1,79,13,
50131751,Biennale apartment,192269500,Giuseppe,Isole,Castello,45.43414,12.34878,Entire home/apt,110,2,67,2024-10-31,1.63,2,220,14,
50145836,Appartamento Piera Rossa,404667069,Marco,Isole,Castello,45.43661,12.34676,Entire home/apt,158,3,60,2024-10-13,1.42,1,20,3,IT027042C2UTEP7V4U
50151623,"Venezia Appartamento nuovo, restaurato, porta sola",404431792,Franco,Isole,Castello,45.4361,12.34705,Entire home/apt,150,2,86,2024-10-31,2.04,1,162,14,IT027042C2QP7CEEEX
50175421,Anzolo Palace - deluxe room,30283716,Piero - Andrea,Isole,Castello,45.435963,12.340033,Private room,99,1,299,2024-12-02,6.99,12,148,61,IT027042B4VLMKEQX2
50193833,New Querini Apartment,1232948,Andrea,Terraferma,Piave 1860,45.48994,12.23888,Entire home/apt,57,1,176,2024-11-15,4.18,2,180,39,IT027042C2TFJXBRVW
50194382,Paradise Wi-Fi    It027042c2gil3c2sq,2602970,Elena,Isole,Cannaregio,45.4404,12.33616,Entire home/apt,53,1,308,2024-11-30,7.27,2,165,80,IT027042C2GIL3C25Q
50210266,Venice Luxury rooftop Grand Canal,399608157,Andrea,Isole,San Polo,45.43607,12.3266,Entire home/apt,1380,1,10,2024-04-13,0.26,13,358,2,
50221934,"Ca’ Sant’Aponal 1 
Ground floor close to Rialto",368293,Grazia,Isole,San Polo,45.43784,12.33191,Entire home/apt,85,3,112,2024-11-17,2.77,4,354,33,
50233990,"""Casanova Relais"" San Marco",405517674,Guido,Isole,San Marco,45.434086,12.331328,Entire home/apt,148,2,33,2024-12-01,0.81,1,13,14,IT027042C239KHDDKL
50259584,L'Opera Divina Luxury Apt in Dorsoduro,669047,Views On Venice,Isole,Dorsoduro,45.4303,12.32999,Entire home/apt,712,1,64,2024-11-27,1.56,82,234,24,IT027042B4DQ96J4SW
50267534,Venezia alloggio,234993603,David,Isole,Santa Croce,45.44069,12.32376,Entire home/apt,83,1,63,2024-11-24,4.71,4,173,57,IT027042C2TL6UKDCD
50277320,Villa Giotto - Suite Platinum Apartment,13634695,Maura,Terraferma,Altobello,45.488201,12.248942,Entire home/apt,,1,2,2022-11-01,0.06,8,0,0,
50278704,CANAL VIEW STUDIO FLAT,405965617,Elena,Isole,Cannaregio,45.440666,12.33922,Entire home/apt,90,3,66,2024-09-14,1.63,1,82,4,IT027042C29Y2OU8ST
50282187,Villa Giotto - Suite Gold Apartment,13634695,Maura,Terraferma,Altobello,45.488365,12.249135,Entire home/apt,,1,1,2024-10-11,0.52,8,0,1,
50282620,Villa Giotto - Suite Gold Apartment,13634695,Maura,Terraferma,Altobello,45.488365,12.249135,Entire home/apt,,1,6,2024-01-07,0.16,8,0,1,
50282790,Villa Giotto - Suite Studio Apartment,13634695,Maura,Terraferma,Altobello,45.48837,12.24914,Entire home/apt,,1,3,2022-10-02,0.10,8,0,0,IT027042B4XLW8HJAB
50294239,TOP LOCATION  ST MARK  up to 13 ppl. WIDE TERRACE,403955301,Alberto & Federica,Isole,Castello,45.43507,12.3451,Entire home/apt,900,7,7,2024-10-01,0.22,5,263,3,
50297387,Ca' Giulia Grand Canal in the lively Rialto Area!,669047,Views On Venice,Isole,Cannaregio,45.43878,12.33645,Entire home/apt,557,1,26,2024-11-02,0.63,82,327,5,IT027042C2FL33B42T
50303363,Deluxe Apartment -View on the Grand Cand & Rialto,406187701,Luxury Loft Venice,Isole,San Polo,45.43731,12.33467,Entire home/apt,299,30,4,2023-06-05,0.09,1,104,0,
50321275,Triple Room with private bathroom @Venezia,402761886,Sergio,Isole,Santa Croce,45.43983,12.32591,Private room,139,2,37,2024-11-01,0.98,4,338,1,IT027042B483LC5GJP
50342143,BLACK & WHITE HOME: AN OASIS IN THE CITY CENTER,3880254,Sabina,Isole,Cannaregio,45.44514,12.32314,Entire home/apt,120,3,122,2024-11-01,3.01,11,43,38,IT027042B4Q2X5V88S
50345080,Camera matrimoniale Venezia centro storico,406580480,Bibi,Isole,Santa Croce,45.44079,12.33112,Private room,,4,56,2022-10-01,1.44,2,0,0,389 883 3174
50347742,免费停车位 提供咖啡机、浴室用品。,338922775,Lizhen,Isole,Alberoni,45.34896694580212,12.322207689285278,Private room,,2,35,2024-10-06,1.23,2,0,9,
50359755,Anzolo Palace - deluxe room,30283716,Piero - Andrea,Isole,Castello,45.43602,12.339958,Private room,94,1,360,2024-11-22,8.48,12,170,74,IT027042B4VLMKEQX2
50365785,Exclusive  Family Apartment,14523691,Fabrizio,Terraferma,Piave 1860,45.482746,12.237751,Entire home/apt,110,2,153,2024-11-10,3.64,1,190,59,IT027042C24QCBQSIS
50366865,"Apartment for 4 pax next to ""Santa Maria Formosa""",406821631,Nello,Isole,Castello,45.43544,12.34118,Entire home/apt,183,1,21,2024-08-19,0.50,3,351,1,IT027042B4C7LCNDNV
50369547,Casa.Nova Rialto - Italian designer,7239274,Cassandra & Nicola,Isole,San Polo,45.438679,12.331289,Entire home/apt,112,1,231,2024-11-30,5.74,1,308,111,IT027042C269DMZ9CJ
50369643,Anzolo Palace - king deluxe room,30283716,Piero - Andrea,Isole,Castello,45.435963,12.340033,Private room,106,1,238,2024-11-22,5.70,12,169,57,IT027042B4VLMKEQX2
50378324,Appartamento in Villa,11909306,Antonella,Isole,Lido,45.41216204776237,12.367881625019223,Entire home/apt,285,5,4,2024-09-28,0.16,1,333,2,IT027042C2IDRLWZHX
50383425,"Lux, art and Design close to Biennale Gardens",24706907,Maria Carmela,Isole,Castello,45.432308,12.354324,Entire home/apt,308,2,27,2024-10-18,0.67,3,342,10,IT027042B4JVAB4BYX
50386655,"App. Magno, con doppia terrazza e vista mozzafiato",241023758,Marina,Isole,San Polo,45.4387,12.32729,Entire home/apt,229,2,129,2024-11-17,3.09,5,47,32,IT027042C2HSUEEH5Z
50387297,Ca' Olivo - Loft with Canal View in Rialto,228990060,Davide,Isole,San Marco,45.434811,12.33055,Entire home/apt,295,1,302,2024-12-05,7.17,1,6,79,
53178684,B&B Bianca Cappello House Venezia - Family studio,430365150,Luca,Isole,San Polo,45.438061,12.332032,Private room,178,30,8,2023-11-28,0.21,5,276,0,IT027042C2629XMRL7
53182945,Ca' Castello (tax included),22947724,Roberto,Isole,Castello,45.43566,12.34632,Entire home/apt,160,3,118,2024-11-23,3.16,5,69,36,IT027042C2KE58R8OR
53224766,Cà della Scimmia - Comfort Apartment,416824528,Cà Della Scimmia,Isole,San Polo,45.43913,12.33465,Entire home/apt,225,1,41,2024-10-28,1.25,6,365,20,IT027042B4SP4WU7P9
53229917,Noble floor overlooking Campo Bandiera e Moro,31578183,Riccardo,Isole,Castello,45.434795,12.346546,Entire home/apt,237,5,63,2024-11-08,2.01,6,251,12,IT027042C2IADV6TSS
53252249,Hayez Rooms: Private Room Ensuite with Canal View,428541836,Anna Flavia,Isole,San Polo,45.43888,12.32899,Private room,95,1,93,2024-03-07,2.49,3,38,4,
53253678,Ca' Della Torre - 5 min da Rialto/10 da San Marco,203570263,Francesca,Isole,Cannaregio,45.44183,12.33802,Entire home/apt,119,2,112,2024-11-17,3.40,1,180,38,IT027042B4FQ6ZQUMV
53265487,APPARTAMENTO DELLE ROSE,431222111,Luana,Terraferma,Villaggio San Marco,45.4800188,12.2589476,Entire home/apt,82,1,306,2024-11-17,8.55,1,276,116,IT027042C2F2K572BP
53270054,Modern Mini Loft | Wi-Fi | A/C | Small court,2508340,Giacomo,Isole,Cannaregio,45.4405,12.32168,Entire home/apt,107,2,130,2024-11-24,3.48,20,291,37,IT027042B4YS44PQ28
53289111,Deluxe Triple Room With private Bathroom,373775339,Joyanal Abedin,Terraferma,Piave 1860,45.48244470665423,12.238854408264176,Private room,62,1,79,2024-12-01,2.49,2,275,47,
53320865,Garden lounge area Flat central near San Marco,48092742,Ciars,Isole,Castello,45.43433,12.34814,Entire home/apt,,2,7,2023-08-12,0.19,46,0,0,
53349530,Venice Lance lift 2 min. from train station,29918538,Sebastiano,Isole,Cannaregio,45.44303,12.32124,Entire home/apt,165,2,5,2024-08-15,0.16,4,276,3,IT027042C2UNR2S2QB
53350642,"""Otello"" Deluxe by Fenix",203929414,Fenix Apartments,Isole,Castello,45.4323,12.35378,Entire home/apt,108,1,36,2024-11-21,1.09,10,338,16,IT027042B4B5VDR43S
53355275,Ca Mascaron canal view Entire  Apartment,423336134,Luca,Isole,Castello,45.43849,12.34315,Entire home/apt,588,2,17,2024-10-13,0.56,3,313,5,IT027042C2FWAS2I4E
53355849,Ca'Vallo,46641394,Pierre,Isole,Castello,45.43613,12.34738,Entire home/apt,90,3,105,2024-10-21,3.22,1,176,37,IT027042B436W38KCX
53362360,lovely Flat with Terrace garden relax  nice view,48092742,Ciars,Isole,Castello,45.43613,12.34775,Entire home/apt,,2,5,2023-08-07,0.21,46,0,0,
53376320,venice apartment,431423506,Andrea,Terraferma,Piave 1860,45.4888,12.23477,Entire home/apt,,1,121,2024-10-29,3.39,1,300,37,IT027042B4MQH4GVYK
53393194,appartamento Ca' Giuseppa,432311655,Sabrina,Isole,Santa Croce,45.43898,12.323489,Entire home/apt,153,2,203,2024-11-01,5.72,1,156,82,IT027042B4K6ZH43S5
53395088,"Appartamento Giudecca Zitelle 955, Venezia",210776848,Franco,Isole,Giudecca,45.42527389526367,12.338052749633789,Entire home/apt,80,2,189,2024-12-01,7.03,2,162,86,IT027042C2DTBD9GSJ
53396142,All’Altana b&b apartment,432334728,Natalia,Terraferma,Marghera,45.47447,12.22707,Entire home/apt,180,2,20,2024-10-17,0.54,1,304,3,IT027042C2DHOGEISW
53397669,LA FENICE apartment ( parking /wifi),75469914,Ruby,Terraferma,Villabona,45.47588,12.20084,Entire home/apt,80,1,166,2024-10-28,4.65,1,176,35,IT027042B4X5ZI5ZWV
53452061,Rialto - 95 mq - balcone - WIFI-A/C - washer/dryer,127465887,Andrea,Isole,San Marco,45.43614,12.33568,Entire home/apt,200,2,302,2024-11-06,8.80,2,148,102,IT027042C2RAI3IYYS
53457166,Apt Teatro: Fascino antico e design a San Marco,104450762,Marco,Isole,San Marco,45.434071,12.334341,Entire home/apt,751,1,116,2024-12-05,3.47,5,58,44,IT027042C27PO84PP5
53467063,Venezia San Polo Center WI-FI Fibre 4 rooms,15112827,Marco,Isole,San Polo,45.43924,12.3293,Entire home/apt,341,3,51,2024-10-26,1.46,12,304,21,027042 LOC 11424
53469642,Solleone Lagoon - The Perfect Place in Venice,4059574,Silvia,Isole,Cannaregio,45.44496,12.33299,Entire home/apt,118,5,58,2024-10-18,1.62,1,355,16,IT027042C2W8RKDSZ7
53470620,Corte del Tintor 2103 with rooftop terrace,268742426,Davide,Isole,Santa Croce,45.4405,12.33145,Entire home/apt,174,2,266,2024-11-20,7.44,12,304,85,IT027042B4KXGF9HQL
53471400,Ramo Venier,401003488,Michele,Isole,Castello,45.4366,12.33877,Entire home/apt,89,1,13,2024-10-16,0.40,45,298,3,M0270421142
53491690,Klimt House,3972291,Caroline E Marco,Isole,San Marco,45.43333,12.33569,Entire home/apt,300,1,18,2024-10-22,0.56,37,364,2,IT027042B42ORSAKSP
53540421,Central Apt. in Venice,433554931,Paolo,Isole,Castello,45.43589,12.34585,Entire home/apt,201,2,59,2024-11-06,1.88,2,340,22,IT027042C2ANJ9FQY7
53551765,Terrazza San Barnaba-5 bedrooms canal view apartm.,12982157,Locappart,Isole,Dorsoduro,45.43499,12.32365,Entire home/apt,860,3,25,2024-11-03,0.78,26,289,7,
53554924,Shining Flat with lounge relax terrace central,191226100,Milo,Isole,Castello,45.43443,12.34612,Entire home/apt,235,2,6,2022-07-14,0.16,37,365,0,
53567561,Royal Suite with breakfast,431447713,Sara,Terraferma,San Lorenzo XXV Aprile,45.49381,12.24572,Private room,162,2,2,2022-01-13,0.06,1,340,0,
53583859,Bello confortevole  Studio Felisati,30374618,Giuliana,Terraferma,Piave 1860,45.48572,12.23368,Entire home/apt,36,1,313,2024-12-02,8.56,2,299,117,IT027042C28MEYTR44
53587567,On the Canalside Special,343754246,Francesco,Isole,Santa Croce,45.440819,12.324281,Entire home/apt,259,2,0,,,14,77,0,IT027042C2UB2U6GPK
53603027,Large and Bright Apartment with Canal View,434088995,Anna,Isole,Cannaregio,45.44394,12.3317,Entire home/apt,234,3,136,2024-11-03,3.81,1,328,45,IT027042C2U7TH8BAC
53604796,Biennale Design Apartment R&R,173200514,Rent&Relax,Isole,Castello,45.43615,12.34768,Entire home/apt,161,1,30,2024-09-15,0.91,72,317,5,IT027042B4DG7NDY46
53604799,Biennale Superior Apartment R&R,173200514,Rent&Relax,Isole,Castello,45.43738,12.34775,Entire home/apt,161,1,15,2024-09-20,0.41,72,317,2,IT027042B4UP6XRMGY
53605241,Palazzo La Scala - San Marco,434102347,Arrigo,Isole,San Marco,45.43591,12.33694,Private room,157,1,7,2023-12-25,0.24,1,113,4,
53606999,Tripla - 4* Hotel (San Marco) con Colazione,364943735,Arrigo,Isole,San Marco,45.43634,12.33637,Private room,,1,0,,,2,0,0,
53668730,Venezia Mestre Ca' Bembo,434621786,Gian Matteo,Terraferma,Piave 1860,45.48535,12.24067,Entire home/apt,117,1,127,2024-11-02,3.69,1,354,39,IT027042C2NJWKNBYH
53670356,Ca' Emma alla Biennale - your home in Venice,18806539,Silvia,Isole,Castello,45.431065,12.355868,Entire home/apt,75,3,137,2024-11-24,3.79,1,123,44,IT027042C2WGN9NOTW
53684196,Romantic Flat Biennale 8 minutes to San Marco,191226100,Milo,Isole,Castello,45.42934,12.35912,Entire home/apt,190,2,2,2023-11-19,0.12,37,365,0,
53693019,Ca' del Pittor: Tintoretto  Apartment Venice,154791807,Lorella,Isole,Dorsoduro,45.43003,12.32987,Entire home/apt,155,4,30,2024-10-22,0.89,2,203,9,IT027042C2JBXPKISE
52274907,Nice bright apartment in the Biennale district,4654704,Nicola,Isole,Castello,45.43115,12.35362,Entire home/apt,,4,12,2024-04-21,0.32,27,0,1,
52305649,Ca Mascaron Main Apartment with Canal View,423336134,Luca,Isole,Castello,45.43886,12.34365,Entire home/apt,272,2,13,2024-08-03,0.34,3,328,6,IT027042C2FWAS2I4E
52311042,San Marco 3017 Venezia centro storico,423378733,Margherita,Isole,San Marco,45.433273,12.329214,Entire home/apt,123,2,70,2024-11-24,1.85,1,299,27,IT027042B4EX8RA32V
52315284,La Porta sul Canale: Venezia,48851427,Lorenzo,Isole,Castello,45.43608,12.34797,Entire home/apt,67,3,178,2024-11-16,4.60,1,305,46,
52319964,Attic behind St. Mark's Square,177648040,Marco,Isole,San Marco,45.433613,12.336281,Entire home/apt,160,3,85,2024-11-13,2.18,6,362,24,IT027042B4J3PQZWWW
52342782,Ca' al campanile con splendida vista,189903592,Tiziana,Isole,Murano,45.45812,12.35601,Entire home/apt,115,3,84,2024-10-31,2.23,8,115,22,
52351150,LOVERSINITALY Romantic apartment - Altana&Jacuzzi,423736508,Alice,Isole,Cannaregio,45.441147,12.339269,Entire home/apt,224,1,161,2024-11-23,4.18,1,321,47,IT027042C2PK8SHNHE
52377606,amazing penthouse rooftop terrace 360° lagoon view,423957305,Oliver,Isole,Giudecca,45.428295,12.319021,Entire home/apt,381,2,64,2024-11-04,1.69,1,245,28,
52405570,ACQUA- Attico con terrazza,424165480,Susanna,Isole,Castello,45.431953,12.351764,Entire home/apt,201,3,7,2024-06-08,0.19,1,251,2,IT027042C2IBKSMKBH
52406996,Ca Mascaron - 1 bedroom Apartment,423336134,Luca,Isole,Castello,45.43838,12.34315,Entire home/apt,120,2,4,2023-01-03,0.13,3,323,0,IT027042C2FWAS2I4E
52416887,Ca’ Vecchio Forno Blue Room,226026079,Salvatore,Isole,Castello,45.43496,12.34719,Private room,50,2,178,2024-12-02,4.59,4,175,61,IT027042C2EJL906CK
52431342,Ca’ Vecchio Forno Double Silver Room,226026079,Salvatore,Isole,Castello,45.43455628800774,12.34814633117074,Private room,82,2,193,2024-11-24,4.97,4,173,66,IT027042C2EJL906CK
52431689,Ca’ Vecchio Forno Ivory Room,226026079,Salvatore,Isole,Castello,45.434722515572034,12.348338365205354,Private room,50,2,136,2024-11-17,3.53,4,174,29,IT027042C2EJL906CK
52452429,Apartment Odesos,287167799,Milen Hristov,Isole,San Marco,45.4366,12.33725,Entire home/apt,159,1,51,2024-11-13,1.37,5,328,30,
52486848,"centro storico, vista tetti, ascensore, A/C",190762295,Mara E Eugenio,Isole,Cannaregio,45.442364,12.321313,Entire home/apt,145,3,85,2024-11-14,2.67,1,281,35,IT027042C2UJ3Y56GW
52487138,Central 2-bedroom Venetian style apartment,31539409,Silvia,Isole,Cannaregio,45.442745,12.327717,Entire home/apt,166,2,126,2024-11-10,3.59,1,339,41,IT027042C2YGLRHNP4
52522601,"Sestiere Dorsoduro, a due passi da Zattere",213535416,Eleonora,Isole,Dorsoduro,45.43111,12.31978,Entire home/apt,,3,2,2022-01-01,0.05,4,19,0,
52525990,Petit suite (camera ) Cin  it027042c17hdj42w3,41491566,Franca,Isole,Giudecca,45.42376,12.32774,Private room,125,2,18,2024-11-08,1.16,2,240,15,IT027042C17HDJ42W3
52528726,Ca' Marco Apartment,425162785,Alessandro,Isole,Cannaregio,45.43927290938167,12.338432364418042,Entire home/apt,109,3,37,2023-11-01,0.99,1,288,0,IT027042C286IUSZ5Z
52543837,"Ca del Piombo, Incantevole casa con vista canale",20878881,Massimo,Isole,Castello,45.43785708151359,12.338983756094505,Entire home/apt,210,2,46,2024-11-10,1.21,2,334,16,IT027042C28S5V2LYI
52548042,Ca’Tintor - Appartamento a Cannaregio,26547226,Alessandra,Isole,Cannaregio,45.44641861993108,12.322153953385348,Entire home/apt,157,2,178,2024-11-10,4.86,1,173,63,IT027042C2WDHOZJNB
52564047,Ca' 84  Burano,425448747,Luigi,Isole,Burano,45.484432220458984,12.416305541992188,Entire home/apt,120,2,63,2024-10-13,1.76,1,18,7,IT027042C2HUQXVD79
52608758,Corte Rubbi 7 Deluxe Apartment,669047,Views On Venice,Isole,San Marco,45.43646,12.33852,Entire home/apt,174,1,89,2024-11-24,2.34,82,347,34,IT027042C28T9RRQWF
52634282,Casa Perla for families - LOCALI IGIENIZZATI,315285301,Isabella,Isole,San Marco,45.43483,12.33246,Entire home/apt,200,2,86,2024-10-28,2.25,2,355,37,IT027042C2ME4T9BB8
52643828,Castello Apartment overlooking the Canal x6,96221395,Welcome To Veneto & Friuli,Isole,Castello,45.436516,12.342221,Entire home/apt,99,1,171,2024-11-18,4.47,38,289,50,M02704212265
52665700,SINGLE ROOM WITH PRIVATE BATHROOM,271529819,Hassan,Terraferma,Marghera,45.47387,12.22825,Private room,39,1,21,2024-11-19,0.62,9,173,17,
52685854,Blenner - Casa Righetti,222820121,Tiziana,Isole,Castello,45.432556,12.354834,Entire home/apt,110,3,154,2024-11-19,4.08,3,258,48,IT027042C2BGPJS6ZB
52709447,"B&B Zaguri cozy family room ""Honeysucle""",149652155,Claudia,Isole,San Marco,45.432586669921875,12.332162857055664,Private room,766,1,48,2024-10-10,1.26,3,363,8,it027042b4p9jtzl3y
52711912,Charming loft with roof terrace close to S.Marco,177648040,Marco,Isole,San Marco,45.43295,12.32879,Entire home/apt,209,3,63,2024-11-10,1.67,6,337,27,IT027042C24Y36WSOU
52727384,Ve.N.I.Ce. Cera San Moisè,37864680,Ve.N.I.Ce Immobiliare Cera,Isole,San Marco,45.43431,12.33563,Entire home/apt,651,2,26,2024-11-30,0.68,17,317,12,027042-LOC-09997
52731931,Ve.N.I.Ce. Cera Canal View,37864680,Ve.N.I.Ce Immobiliare Cera,Isole,San Marco,45.43301,12.33574,Entire home/apt,570,2,74,2024-11-30,1.96,17,355,27,IT027042B4DDI3TAO5
52750902,Una finestra sul parco a Venezia,153346995,Casa Vittoria,Terraferma,Piave 1860,45.4898,12.24352,Private room,150,3,0,,,2,180,0,
